hhid,loginc,college,jchoice
1360,11.088,1,90
1361,12.207,1,190
1362,10.015,1,14
1363,11.476,0,114
1364,10.491,0,51
1365,11.33,1,126
1366,11.711,1,170
1367,11.83,1,169
1368,10.865,1,99
1369,11.126,1,114
1370,11.316,1,107
1371,11.074,1,81
1372,10.807,0,75
1373,11.532,0,197
1374,11.047,0,57
1375,10.625,0,23
1376,10.935,1,18
1377,11.403,0,116
1378,10.477,1,4
1379,11.258,1,120
1380,11.076,0,151
1381,11.928,0,188
1382,11.055,0,104
1383,10.79,0,18
1384,11.596,1,137
1385,11.359,1,130
1386,11.183,0,83
1387,11.531,0,131
1388,10.053,0,31
1389,10.558,0,123
1390,11.672,1,163
1391,11.402,1,148
1392,10.826,0,39
1393,11.448,1,94
1394,10.93,0,65
1395,10.147,0,1
1396,10.62,1,48
1397,11.665,1,154
1398,11.239,1,76
1399,12.005,1,101
1400,12.356,1,196
1401,12.036,1,189
1402,10.949,0,80
1403,11.249,1,109
1404,11.123,0,66
1405,10.657,1,128
1406,10.342,1,80
1407,10.713,1,88
1408,10.786,0,147
1409,11.085,0,24
1410,11.117,0,66
1411,11.351,1,174
1412,11.313,0,96
1413,11.678,1,81
1414,11.178,1,48
1415,10.915,0,106
1416,10.788,1,150
1417,10.141,1,16
1418,10.922,1,97
1419,10.864,0,127
1420,10.703,0,91
1421,11.2,0,175
1422,11.339,0,144
1423,11.685,0,187
1424,10.255,0,19
1425,10.798,0,12
1426,10.338,1,141
1427,10.525,0,50
1428,9.719,0,11
1429,11.459,1,154
1430,11.177,1,78
1431,10.147,0,31
1432,12.036,1,132
1433,10.425,1,45
1434,11.788,1,197
1435,11.173,1,166
1436,10.806,0,54
1437,11.721,0,92
1438,11.104,0,62
1439,11.595,0,189
1440,11.436,1,127
1441,10.722,0,34
1442,11.895,1,185
1443,11.362,1,74
1444,11.129,1,75
1445,10.518,0,19
1446,10.878,1,129
1447,10.688,1,92
1448,11.702,0,199
1449,11.367,0,192
1450,11.42,0,200
1451,10.492,0,68
1452,11.463,0,32
1453,10.489,0,95
1454,11.757,0,99
1455,12.261,1,181
1456,10.816,1,66
1457,11.265,1,134
1458,10.922,0,126
1459,11.188,1,158
1460,10.374,0,105
1461,11.463,1,171
1462,10.494,1,81
1463,10.625,1,8
1464,11.056,0,169
1465,10.187,0,53
1466,9.6786,0,10
1467,10.887,0,58
1468,10.242,0,29
1469,10.651,0,19
1470,10.785,0,31
1471,10.814,0,82
1472,10.359,1,13
1473,10.465,0,33
1474,11.399,0,132
1475,12.076,1,123
1476,10.456,0,81
1477,11.881,1,166
1478,11.149,0,60
1479,12.057,1,183
1480,11.848,0,142
1481,10.86,0,132
1482,10.638,0,97
1483,11.251,1,177
1484,11.322,1,119
1485,11.149,1,136
1486,11.142,0,17
1487,11.189,1,141
1488,10.541,1,61
1489,10.854,0,75
1490,10.855,0,40
1491,12.11,1,151
1492,11.484,0,171
1493,9.1939,0,1
1494,11.766,0,192
1495,12.231,1,182
1496,10.718,0,37
1497,11.436,1,197
1498,10.973,1,153
1499,10.985,0,25
1500,10.798,1,51
1501,11.719,0,188
1502,11.445,1,113
1503,11.878,1,180
1504,11.313,0,38
1505,12.169,0,188
1506,11.748,0,194
1507,11.546,0,93
1508,11.532,1,113
1509,11.243,0,125
1510,10.961,0,12
1511,10.459,0,86
1512,11.037,1,17
1513,12.218,1,174
1514,11.705,0,178
1515,11.77,1,183
1516,12.184,0,139
1517,10.688,0,94
1518,11.291,0,167
1519,11.34,1,97
1520,10.062,1,45
1521,11.795,0,179
1522,10.887,1,157
1523,11.539,1,148
1524,11.031,0,5
1525,11.301,0,162
1526,11.593,1,173
1527,10.95,0,173
1528,11.194,0,155
1529,11.276,0,44
1530,9.9372,0,16
1531,10.875,1,92
1532,12.085,1,198
1533,11.114,0,97
1534,11.162,1,66
1535,10.424,0,10
1536,11.362,0,116
1537,11.444,0,188
1538,11.11,0,76
1539,11.091,0,146
1540,12.023,1,198
1541,10.686,0,41
1542,10.971,1,102
1543,11.226,0,118
1544,11.708,0,162
1545,11.162,1,86
1546,11.897,1,147
1547,12.18,1,199
1548,11.126,0,111
1549,10.736,0,178
1550,11.304,1,196
1551,11.234,1,2
1552,11.331,1,180
1553,10.511,1,118
1554,11.089,1,178
1555,10.768,1,18
1556,11.674,0,112
1557,10.345,1,130
1558,10.372,1,44
1559,10.645,1,64
1560,11.846,1,160
1561,10.959,1,48
1562,11.015,1,104
1563,11.213,1,39
1564,11.201,1,134
1565,10.093,0,78
1566,10.784,0,27
1567,11.313,1,114
1568,10.918,1,49
1569,10.477,0,18
1570,11.002,1,118
1571,10.165,1,79
1572,10.666,0,58
1573,11.473,0,135
1574,11.988,1,81
1575,11.672,0,148
1576,11.765,1,199
1577,11.902,1,87
1578,11.453,1,74
1579,10.342,0,48
1580,11.201,0,184
1581,11.401,1,104
1582,10.528,0,135
1583,10.973,0,88
1584,10.933,0,110
1585,12.013,1,197
1586,10.468,0,72
1587,10.989,1,124
1588,12.096,1,192
1589,10.954,1,117
1590,10.322,1,45
1591,11.268,0,174
1592,11.602,1,191
1593,11.187,0,19
1594,10.94,0,40
1595,11.188,1,182
1596,11.609,1,194
1597,11.402,1,87
1598,10.701,0,73
1599,11.513,1,178
1600,10.291,1,18
1601,11.665,0,197
1602,9.6066,0,15
1603,10.776,1,15
1604,11.727,1,82
1605,10.353,0,13
1606,11.191,1,79
1607,11.476,0,138
1608,11.773,1,197
1609,11.657,0,164
1610,10.445,0,66
1611,11.552,1,157
1612,11.269,1,87
1613,10.734,0,114
1614,10.042,0,37
1615,10.438,1,27
1616,10.717,0,11
1617,11.143,0,45
1618,10.848,0,103
1619,10.668,1,66
1620,11.391,1,72
1621,11.877,1,178
1622,11.673,1,164
1623,10.869,1,105
1624,11.403,1,158
1625,10.132,0,2
1626,11.291,1,131
1627,11.587,0,145
1628,10.095,1,37
1629,10.397,0,55
1630,10.971,1,105
1631,10.889,1,38
1632,11.481,0,174
1633,10.355,0,99
1634,11.24,1,184
1635,10.227,1,3
1636,10.29,1,71
1637,11.019,0,123
1638,10.304,1,94
1639,10.876,0,15
1640,10.813,1,9
1641,11.61,1,162
1642,11.618,0,154
1643,11.834,0,177
1644,10.434,1,43
1645,11.121,1,97
1646,11.149,1,143
1647,9.7822,0,37
1648,10.756,1,13
1649,11.491,1,193
1650,10.449,1,100
1651,10.714,0,56
1652,11.17,0,121
1653,10.924,0,164
1654,10.811,1,108
1655,11.749,1,159
1656,10.592,0,8
1657,11.372,1,72
1658,10.064,0,25
1659,12.058,1,188
1660,10.952,0,141
1661,10.217,1,4
1662,12.128,0,196
1663,11.215,0,69
1664,12.015,1,192
1665,10.897,1,111
1666,11.003,1,172
1667,10.673,0,31
1668,11.257,1,127
1669,11.198,1,118
1670,11.234,1,25
1671,11.051,0,140
1672,10.869,1,105
1673,10.446,0,3
1674,11.566,1,43
1675,10.688,1,11
1676,10.542,1,23
1677,11.023,0,86
1678,11.19,1,32
1679,11.769,1,143
1680,11.369,1,9
1681,10.615,0,14
1682,11.29,0,186
1683,11.902,0,196
1684,10.088,0,84
1685,10.73,0,142
1686,11.303,1,139
1687,9.986,0,13
1688,11.695,0,116
1689,11.37,1,93
1690,10.931,1,120
1691,11.108,1,71
1692,9.9175,1,89
1693,11.706,0,187
1694,12.321,1,200
1695,10.401,0,16
1696,10.696,1,66
1697,11.332,1,154
1698,11.413,1,124
1699,9.6077,0,13
1700,11.046,1,86
1701,10.841,0,81
1702,10.685,1,55
1703,11.181,1,137
1704,11.844,1,194
1705,10.356,0,8
1706,11.393,1,160
1707,12.031,1,197
1708,10.904,0,1
1709,10.454,0,137
1710,10.714,0,55
1711,10.081,0,7
1712,11.482,0,170
1713,11.923,1,188
1714,11.413,1,130
1715,11.487,0,195
1716,10.79,1,44
1717,11.256,1,123
1718,10.588,1,26
1719,10.991,1,91
1720,10.894,0,76
1721,11.499,1,182
1722,11.445,0,142
1723,10.501,1,112
1724,11.189,1,177
1725,11.595,0,112
1726,10.441,0,73
1727,12.435,1,171
1728,10.875,0,63
1729,11.061,1,99
1730,11.011,0,167
1731,12.04,0,190
1732,10.467,1,20
1733,11.693,1,138
1734,11.567,1,74
1735,11.656,1,189
1736,11.145,0,17
1737,11.92,1,156
1738,11.01,0,60
1739,11.287,0,78
1740,11.042,0,121
1741,12.023,1,175
1742,11.258,0,106
1743,11.501,1,166
1744,12.744,1,173
1745,11.944,1,197
1746,10.79,0,33
1747,10.647,1,81
1748,11.202,1,97
1749,11.591,1,138
1750,11.616,1,186
1751,10.563,0,11
1752,11.439,1,67
1753,11.27,0,111
1754,10.09,1,60
1755,11.324,0,170
1756,11.406,1,169
1757,10.805,0,28
1758,10.879,0,59
1759,10.903,0,11
1760,11.179,0,111
1761,11.013,0,10
1762,11.612,1,152
1763,11.526,0,139
1764,12.003,1,188
1765,11.788,1,82
1766,11.285,0,106
1767,10.749,0,86
1768,11.185,0,120
1769,10.6,0,37
1770,11.16,1,22
1771,11.364,1,109
1772,11.33,0,148
1773,11.596,1,166
1774,11.677,0,152
1775,10.189,1,37
1776,11.217,1,91
1777,11.645,1,187
1778,11.042,0,111
1779,10.585,0,30
1780,10.811,0,82
1781,11.373,1,144
1782,11.317,1,96
1783,10.982,0,168
1784,11.163,1,94
1785,12.297,1,161
1786,11.479,1,176
1787,10.386,1,52
1788,11.542,1,173
1789,10.642,0,48
1790,10.641,1,55
1791,11.046,1,59
1792,12.452,1,179
1793,11.331,1,127
1794,10.966,1,136
1795,11.572,1,182
1796,11.1,0,112
1797,11.132,1,103
1798,9.9936,1,61
1799,12.095,1,141
1800,10.284,0,20
1801,11.157,1,63
1802,11.063,0,67
1803,11.488,0,190
1804,11.338,1,151
1805,11.593,1,139
1806,11.07,1,75
1807,10.434,0,5
1808,9.7324,0,21
1809,10.414,0,61
1810,11.122,0,69
1811,12.003,1,143
1812,11.481,1,184
1813,10.966,0,165
1814,11.362,0,87
1815,11.257,1,105
1816,10.677,1,78
1817,11.692,1,168
1818,10.676,1,63
1819,11.531,0,172
1820,12.15,1,187
1821,10.788,0,38
1822,11.11,1,125
1823,11.51,1,181
1824,11.089,0,100
1825,11.481,1,161
1826,10.857,0,12
1827,10.156,1,81
1828,11.668,1,167
1829,11.245,0,95
1830,11.97,1,170
1831,10.553,1,35
1832,10.556,0,113
1833,10.811,1,72
1834,11.494,0,66
1835,10.856,1,107
1836,11.04,0,159
1837,10.683,1,123
1838,10.993,0,182
1839,11.458,1,150
1840,9.5155,1,22
1841,10.935,1,143
1842,11.868,1,180
1843,10.155,1,6
1844,11.786,1,181
1845,11.279,1,158
1846,10.764,0,82
1847,11.387,0,167
1848,12.011,1,181
1849,10.189,1,52
1850,10.081,0,2
1851,11.295,1,157
1852,11.269,1,155
1853,11.103,0,107
1854,11.914,1,161
1855,10.746,1,146
1856,11.538,0,132
1857,10.835,0,127
1858,10.459,0,9
1859,10.476,1,19
1860,11.394,0,112
1861,11.908,0,112
1862,11.234,1,5
1863,10.649,0,22
1864,10.614,1,140
1865,10.955,0,4
1866,11.716,1,185
1867,11.229,1,80
1868,10.411,0,4
1869,11.492,0,134
1870,10.821,0,31
1871,11.896,1,140
1872,12.149,1,186
1873,11.517,0,172
1874,11.275,1,73
1875,10.821,0,45
1876,11.716,1,183
1877,10.888,1,71
1878,11.486,0,89
1879,11.442,1,154
1880,11.363,1,135
1881,10.573,1,75
1882,10.74,0,85
1883,11.228,0,85
1884,11.041,1,12
1885,11.367,1,173
1886,11.833,1,165
1887,11.388,0,160
1888,11.92,1,137
1889,11.634,1,121
1890,10.309,0,21
1891,10.305,1,63
1892,11.688,1,177
1893,11.426,0,127
1894,10.973,0,149
1895,12.208,0,182
1896,11.882,1,184
1897,11.132,0,84
1898,11.527,1,122
1899,10.203,0,83
1900,11.333,1,155
1901,10.637,0,71
1902,10.435,0,28
1903,11.502,1,54
1904,11.76,1,136
1905,10.9,0,46
1906,11.779,1,91
1907,12.112,1,44
1908,10.788,0,77
1909,10.484,0,44
1910,10.933,0,55
1911,11.682,0,131
1912,11.113,0,49
1913,10.607,1,19
1914,12.061,1,147
1915,10.606,0,20
1916,11.74,0,187
1917,11.067,0,151
1918,10.314,1,26
1919,11.118,0,72
1920,11.739,1,172
1921,11.544,1,67
1922,11.586,1,90
1923,12.741,1,199
1924,11.187,0,152
1925,11.643,1,161
1926,10.727,0,47
1927,10.722,1,105
1928,11.729,0,168
1929,11.153,1,68
1930,10.336,1,10
1931,11.322,1,94
1932,11.58,0,163
1933,11.614,0,156
1934,11.445,0,110
1935,11.627,1,171
1936,11.005,0,75
1937,11.614,1,95
1938,10.02,0,14
1939,11.482,1,152
1940,11.454,1,128
1941,11.192,1,79
1942,10.726,0,42
1943,10.548,0,77
1944,10.864,0,35
1945,11.176,1,161
1946,11.369,0,66
1947,10.222,0,5
1948,10.963,1,6
1949,10.927,1,64
1950,11.387,1,171
1951,10.523,0,7
1952,11.375,1,151
1953,10.461,1,8
1954,11.031,1,6
1955,11.355,0,141
1956,10.391,0,28
1957,10.731,0,59
1958,10.707,1,57
1959,11.683,0,81
1960,10.899,0,2
1961,9.9813,1,76
1962,12.031,1,168
1963,11.419,1,197
1964,11.074,1,113
1965,11.469,1,94
1966,10.553,1,138
1967,11.888,1,149
1968,11.047,1,192
1969,10.605,0,81
1970,11.728,1,181
1971,10.895,0,54
1972,9.6181,0,29
1973,12.119,0,195
1974,10.992,1,101
1975,10.643,0,118
1976,11.035,0,26
1977,10.302,0,9
1978,11.6,0,162
1979,10.929,1,142
1980,11.204,1,47
1981,11.476,0,157
1982,11.053,1,71
1983,11.789,1,147
1984,11.654,1,92
1985,10.938,0,20
1986,11.184,0,116
1987,11.518,1,121
1988,10.796,0,179
1989,11.47,0,60
1990,10.754,0,83
1991,12.421,1,191
1992,11.647,0,188
1993,12.209,1,164
1994,11.372,1,123
1995,10.841,1,98
1996,11.195,0,92
1997,10.839,0,93
1998,11.105,1,153
1999,12.248,0,141
2000,10.802,1,89
2001,11.034,1,53
2002,11.087,1,54
2003,10.861,1,12
2004,11.591,0,145
2005,10.816,0,136
2006,11.696,1,192
2007,12.173,1,171
2008,10.485,0,8
2009,10.438,1,56
2010,11.455,0,133
2011,10.609,1,97
2012,11.062,1,72
2013,10.659,0,53
2014,11.164,0,96
2015,11.602,0,85
2016,10.892,0,113
2017,11.258,0,178
2018,11.849,1,177
2019,11.376,1,87
2020,11.155,0,35
2021,11.126,1,31
2022,11.375,1,176
2023,11.466,1,137
2024,11.03,1,120
2025,11.449,0,180
2026,11.743,1,147
2027,10.374,1,36
2028,11.498,1,82
2029,11.046,0,89
2030,10.837,0,27
2031,11.268,0,175
2032,10.996,1,187
2033,10.826,1,10
2034,11.555,1,156
2035,11.533,1,199
2036,10.742,0,35
2037,10.929,1,55
2038,10.665,0,61
2039,11.412,0,100
2040,10.532,1,68
2041,12.355,0,172
2042,11.75,0,177
2043,11.231,1,91
2044,10.53,1,18
2045,10.749,0,46
2046,10.389,0,77
2047,11.039,0,110
2048,11.194,0,34
2049,11.612,0,103
2050,11.018,1,41
2051,11.641,1,152
2052,11.158,1,129
2053,10.834,0,64
2054,10.767,0,127
2055,11.897,1,175
2056,11.015,0,142
2057,10.323,1,67
2058,11.191,1,115
2059,10.987,0,30
2060,11.829,0,118
2061,10.361,0,73
2062,11.129,0,85
2063,12.456,1,188
2064,11.048,0,86
2065,10.269,0,23
2066,10.803,0,47
2067,10.874,1,63
2068,10.765,0,86
2069,10.666,0,35
2070,12.098,0,196
2071,11.557,0,137
2072,11.328,0,169
2073,11.567,0,146
2074,11.389,0,118
2075,10.448,0,20
2076,11.253,1,174
2077,10.253,0,32
2078,11.505,0,184
2079,10.869,0,84
2080,11.335,0,122
2081,10.135,1,93
2082,11.835,1,122
2083,10.972,0,24
2084,10.476,0,3
2085,10.956,0,21
2086,10.834,1,108
2087,11.488,0,60
2088,10.993,1,27
2089,10.719,1,29
2090,11.19,1,162
2091,11.368,0,127
2092,10.954,0,24
2093,11.083,0,26
2094,11.329,1,162
2095,11.793,0,111
2096,10.645,0,10
2097,11.736,1,149
2098,10.947,1,64
2099,10.49,0,12
2100,11.177,0,85
2101,10.389,0,19
2102,11.245,1,126
2103,11.348,1,165
2104,11.563,1,163
2105,11.914,1,169
2106,11.441,0,40
2107,11.755,1,123
2108,10.441,1,99
2109,11.328,0,171
2110,11.284,0,20
2111,11.175,1,40
2112,10.452,0,24
2113,10.979,1,79
2114,10.737,0,26
2115,10.378,1,9
2116,11.124,0,122
2117,11.735,1,161
2118,11.088,0,52
2119,10.604,0,88
2120,10.207,1,8
2121,11.15,0,19
2122,11.092,0,89
2123,10.5,1,76
2124,11.742,1,195
2125,11.086,0,67
2126,10.574,0,53
2127,10.976,1,32
2128,10.061,1,10
2129,10.783,1,187
2130,11.543,1,167
2131,10.629,1,22
2132,11.413,1,113
2133,9.8246,0,12
2134,10.631,0,18
2135,10.976,1,99
2136,11.477,1,103
2137,10.41,0,16
2138,10.515,0,46
2139,11.528,0,56
2140,10.154,0,29
2141,10.236,0,2
2142,11.617,1,121
2143,11.07,0,56
2144,10.837,1,51
2145,10.875,1,11
2146,10.712,0,37
2147,11.425,0,172
2148,10.608,0,5
2149,11.817,0,189
2150,10.872,0,115
2151,11.825,1,66
2152,11.451,1,199
2153,10.851,1,104
2154,11.559,0,74
2155,10.722,1,141
2156,11.551,0,126
2157,11.321,0,138
2158,11.44,1,155
2159,11.127,0,26
2160,11.247,1,115
2161,10.193,0,70
2162,11.036,0,114
2163,10.474,0,53
2164,11.457,1,140
2165,11.559,0,177
2166,10.873,0,40
2167,10.68,0,28
2168,11.172,1,45
2169,11.392,1,139
2170,11.093,0,55
2171,10.784,1,94
2172,11.027,0,61
2173,11.815,1,178
2174,11.066,0,113
2175,11.098,1,103
2176,10.686,0,79
2177,10.552,0,21
2178,10.556,0,24
2179,11.131,0,194
2180,11.052,1,54
2181,11.322,1,79
2182,11.317,1,177
2183,10.917,0,15
2184,11.268,1,143
2185,11.077,1,176
2186,10.567,0,3
2187,11.794,1,186
2188,9.7928,1,10
2189,11.36,0,153
2190,10.375,0,107
2191,11.158,0,43
2192,11.551,0,162
2193,10.688,0,96
2194,11.073,0,114
2195,11.558,0,136
2196,11.434,1,158
2197,9.8559,0,80
2198,10.764,1,101
2199,10.591,0,6
2200,12.038,1,147
2201,11.449,1,187
2202,11.418,0,197
2203,11.017,1,101
2204,11.494,0,164
2205,11.106,1,47
2206,11.553,0,31
2207,10.633,1,31
2208,11.427,0,153
2209,11.364,0,161
2210,12.52,1,124
2211,12.605,1,188
2212,11.145,1,127
2213,11.666,0,181
2214,12.056,1,186
2215,10.905,1,184
2216,11.105,0,192
2217,12.107,1,151
2218,10.531,0,104
2219,11.765,0,87
2220,10.912,0,40
2221,11.686,1,129
2222,10.392,0,41
2223,11.135,1,88
2224,10.094,1,11
2225,11.534,1,132
2226,11.264,0,151
2227,10.04,0,17
2228,10.568,0,61
2229,10.856,0,75
2230,11.152,1,117
2231,11.633,1,151
2232,11.102,1,48
2233,10.469,1,41
2234,11.279,1,150
2235,11.316,0,132
2236,10.78,0,36
2237,11.387,1,194
2238,10.905,1,73
2239,10.199,0,118
2240,11.228,0,99
2241,11.95,1,168
2242,10.11,0,15
2243,11.46,0,69
2244,11.254,0,151
2245,11.77,0,167
2246,11.705,0,200
2247,11.25,1,137
2248,11.623,1,193
2249,11.482,1,151
2250,11.466,0,196
2251,11.974,1,164
2252,11.416,0,142
2253,10.379,0,35
2254,11.293,0,115
2255,11.402,0,95
2256,11.131,0,157
2257,11.556,0,80
2258,10.996,0,6
2259,10.71,1,119
2260,10.544,1,37
2261,10.715,1,89
2262,11.042,1,57
2263,10.617,0,66
2264,11.351,1,155
2265,11.127,1,69
2266,11.634,0,152
2267,10.986,1,136
2268,10.396,1,27
2269,11.389,0,129
2270,11.749,0,92
2271,11.262,0,117
2272,10.847,1,54
2273,10.705,1,93
2274,11.51,1,129
2275,10.756,0,61
2276,10.139,1,34
2277,11.506,1,196
2278,10.625,1,42
2279,10.556,1,84
2280,11.375,1,71
2281,11.193,1,152
2282,10.633,1,35
2283,11.776,1,147
2284,12.024,1,145
2285,11.296,1,61
2286,10.996,1,89
2287,11.156,1,157
2288,9.8274,0,23
2289,10.936,0,102
2290,10.997,1,125
2291,12.192,1,190
2292,11.108,1,125
2293,11.085,1,49
2294,10.889,0,60
2295,10.847,1,87
2296,11.183,0,93
2297,11.192,1,147
2298,10.689,1,31
2299,11.508,1,130
2300,10.399,0,13
2301,11.302,0,112
2302,11.215,1,130
2303,10.889,1,92
2304,11.625,1,166
2305,11.148,1,17
2306,11.25,0,61
2307,10.55,1,2
2308,10.789,1,47
2309,11.136,0,92
2310,10.789,1,72
2311,10.991,1,133
2312,10.722,1,42
2313,11.71,0,200
2314,11.367,0,177
2315,10.86,0,72
2316,10.771,0,58
2317,11.888,1,198
2318,10.941,0,61
2319,11.151,1,146
2320,11.368,1,5
2321,10.146,0,61
2322,11.241,0,104
2323,11.034,1,139
2324,12.058,0,139
2325,11.768,0,160
2326,10.8,0,52
2327,11.172,1,98
2328,10.494,0,18
2329,11.435,1,126
2330,10.73,0,58
2331,10.682,1,90
2332,11.145,1,67
2333,10.915,0,81
2334,10.586,0,102
2335,10.951,1,14
2336,11.349,1,26
2337,10.562,0,26
2338,10.158,1,24
2339,10.548,0,40
2340,11.452,1,160
2341,10.448,1,28
2342,11.473,1,106
2343,11.12,1,48
2344,10.812,0,67
2345,11.222,1,85
2346,11.423,1,156
2347,10.892,1,115
2348,11.395,1,162
2349,11.521,1,167
2350,11.011,1,54
2351,11.549,0,104
2352,11.417,1,125
2353,11.385,0,130
2354,10.76,1,82
2355,10.477,0,37
2356,11.104,0,172
2357,11.462,0,137
2358,10.704,0,30
2359,12.183,1,186
2360,11.177,1,50
2361,10.899,1,36
2362,10.896,0,35
2363,11.415,0,188
2364,10.506,1,13
2365,10.841,1,125
2366,10.861,1,104
2367,11.774,0,109
2368,11.419,0,109
2369,10.457,1,41
2370,10.873,0,122
2371,11.331,0,184
2372,10.922,0,44
2373,11.473,0,124
2374,11.792,0,197
2375,11.404,1,125
2376,11.479,0,183
2377,10.253,0,36
2378,11.402,0,124
2379,11.069,0,108
2380,10.973,0,45
2381,10.757,0,40
2382,10.294,1,24
2383,11.373,1,69
2384,11.332,0,129
2385,10.632,0,113
2386,10.854,0,86
2387,11.267,0,40
2388,12.002,1,160
2389,11.284,0,94
2390,10.678,1,46
2391,9.8759,1,24
2392,11.006,0,40
2393,11.138,1,129
2394,11.649,1,200
2395,10.899,0,56
2396,11.179,1,152
2397,10.561,0,1
2398,11.365,0,72
2399,10.566,0,60
2400,11.183,0,79
2401,11.797,1,124
2402,10.416,0,41
2403,11.344,0,64
2404,11.101,1,157
2405,11.513,1,196
2406,11.544,0,111
2407,11.365,1,153
2408,11.907,1,163
2409,10.584,0,105
2410,10.821,0,91
2411,11.115,1,70
2412,11.307,1,184
2413,10.285,0,13
2414,11.879,1,183
2415,10.735,0,24
2416,10.452,0,84
2417,10.909,1,37
2418,11.714,0,182
2419,10.788,0,4
2420,11.614,1,133
2421,10.543,0,72
2422,11.155,0,68
2423,11.688,0,91
2424,11.397,0,142
2425,11.444,0,178
2426,11.079,1,48
2427,9.7825,0,1
2428,11.678,0,181
2429,11.081,1,84
2430,11.049,0,72
2431,11.823,1,127
2432,10.33,1,55
2433,10.924,0,131
2434,10.855,0,120
2435,10.782,1,103
2436,11.464,0,91
2437,11.497,0,185
2438,10.175,1,18
2439,10.358,0,4
2440,10.481,1,93
2441,11.721,0,175
2442,11.744,0,148
2443,11.136,0,82
2444,10.504,1,51
2445,11.473,0,188
2446,11.049,1,133
2447,10.732,0,76
2448,11.294,0,140
2449,10.607,1,36
2450,10.742,1,136
2451,11.567,0,118
2452,11.453,1,151
2453,11.933,1,189
2454,10.781,0,120
2455,11.171,0,185
2456,10.987,0,47
2457,10.815,1,11
2458,11.032,1,38
2459,11.637,1,103
2460,11.186,0,133
2461,10.025,0,3
2462,11.17,1,116
2463,12.396,1,196
2464,10.37,0,6
2465,9.9846,0,10
2466,11.229,1,71
2467,9.7169,0,26
2468,11.989,1,97
2469,12.013,1,191
2470,12.033,1,173
2471,10.437,0,52
2472,10.656,1,94
2473,11.329,0,72
2474,10.97,1,120
2475,10.931,1,28
2476,10.215,0,54
2477,10.692,0,52
2478,10.908,0,10
2479,10.507,0,27
2480,11.023,1,64
2481,11.504,0,146
2482,11.099,1,140
2483,10.711,0,105
2484,11.357,0,147
2485,11.599,0,187
2486,11.702,0,159
2487,11.157,0,53
2488,10.655,0,80
2489,11.537,0,191
2490,11.316,1,166
2491,10.999,1,8
2492,10.972,0,78
2493,11.22,0,102
2494,10.586,0,140
2495,10.419,1,19
2496,11.245,0,170
2497,11.067,1,83
2498,11.162,1,157
2499,11.504,0,180
2500,10.646,0,144
2501,10.857,1,80
2502,10.942,1,24
2503,10.627,1,76
2504,11.083,0,78
2505,10.86,1,9
2506,11.226,1,131
2507,11.571,0,76
2508,11.337,0,95
2509,10.019,0,10
2510,11.308,0,116
2511,10.409,0,11
2512,10.49,0,115
2513,11.587,1,155
2514,10.119,0,44
2515,11.027,0,54
2516,10.17,0,89
2517,11.164,1,83
2518,10.52,0,26
2519,10.833,0,43
2520,11.432,1,94
2521,11.527,1,136
2522,11.48,1,147
2523,11.2,1,112
2524,12.41,0,194
2525,12.092,1,161
2526,11.654,1,158
2527,11.166,0,33
2528,10.829,0,96
2529,10.754,1,94
2530,10.964,0,65
2531,11.846,1,195
2532,11.226,0,58
2533,10.714,0,14
2534,11.289,1,158
2535,11.341,1,182
2536,10.49,1,34
2537,10.632,1,74
2538,11.617,0,167
2539,10.91,0,80
2540,10.701,0,92
2541,11.195,1,99
2542,11.32,1,145
2543,11.119,1,104
2544,11.063,1,179
2545,11.147,0,25
2546,11.313,1,130
2547,11.194,0,43
2548,11.105,0,63
2549,11.088,0,126
2550,11.033,1,28
2551,11.156,1,136
2552,11.054,0,189
2553,10.499,0,73
2554,10.594,0,19
2555,10.352,0,40
2556,11.041,0,87
2557,12.261,1,124
2558,10.441,0,10
2559,11.367,1,64
2560,10.806,1,22
2561,12.313,1,178
2562,9.9128,0,47
2563,11.174,1,104
2564,10.9,0,24
2565,11.563,1,90
2566,10.419,0,23
2567,10.628,0,89
2568,11.675,0,123
2569,9.6924,0,57
2570,12.068,0,156
2571,11.663,0,123
2572,11.756,0,187
2573,11.135,0,100
2574,11.78,1,153
2575,10.066,0,33
2576,10.917,1,80
2577,10.824,0,40
2578,10.468,0,66
2579,10.496,0,63
2580,10.368,0,30
2581,10.5,0,82
2582,11.647,1,197
2583,11.79,1,120
2584,10.529,0,71
2585,11.475,0,126
2586,10.684,1,55
2587,11.538,1,182
2588,11.478,0,127
2589,11.374,0,104
2590,11.599,0,127
2591,11.721,1,174
2592,11.085,0,131
2593,11.115,0,13
2594,11.254,0,75
2595,11.029,1,130
2596,11.31,1,92
2597,11.325,1,199
2598,10.534,0,21
2599,11.875,1,79
2600,10.649,0,88
2601,10.477,0,80
2602,10.906,0,129
2603,11.736,0,194
2604,10.862,0,85
2605,10.839,1,36
2606,11.245,1,68
2607,11.872,1,176
2608,10.915,0,145
2609,11.067,1,82
2610,10.688,0,116
2611,11.599,0,150
2612,10.329,0,3
2613,11.758,1,182
2614,11.595,1,161
2615,11.129,0,115
2616,11.338,0,90
2617,10.507,1,33
2618,10.991,0,19
2619,11.585,1,194
2620,10.868,1,130
2621,10.948,1,100
2622,10.479,1,49
2623,10.571,1,11
2624,11.25,1,123
2625,10.008,1,6
2626,10.856,0,61
2627,11.32,1,148
2628,10.854,1,53
